ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,timestamp
1129,BHMBCCMKT01,577,26.14453614,91.73617216,217,car,average,4,0,09-12-2016,14:29:00,2016-12-09T14:29:00.000+0000
1130,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,4,0,09-12-2016,14:56:00,2016-12-09T14:56:00.000+0000
1131,BHMBCCMKT01,577,26.14453614,91.73617216,162,car,low,2,0,09-12-2016,15:29:00,2016-12-09T15:29:00.000+0000
1132,BHMBCCMKT01,577,26.14453614,91.73617216,157,car,low,2,0,09-12-2016,16:02:00,2016-12-09T16:02:00.000+0000
1133,BHMBCCMKT01,577,26.14453614,91.73617216,136,truck,low,2,0,09-12-2016,16:29:00,2016-12-09T16:29:00.000+0000
1134,BHMBCCMKT01,577,26.14453614,91.73617216,7,car,low,0,0,10-12-2016,07:59:00,2016-12-10T07:59:00.000+0000
1135,BHMBCCMKT01,577,26.14453614,91.73617216,14,bike,low,1,0,10-12-2016,08:29:00,2016-12-10T08:29:00.000+0000
1136,BHMBCCMKT01,577,26.14453614,91.73617216,45,car,low,2,0,10-12-2016,09:02:00,2016-12-10T09:02:00.000+0000
1137,BHMBCCMKT01,577,26.14453614,91.73617216,84,bike,average,2,0,10-12-2016,09:29:00,2016-12-10T09:29:00.000+0000
1138,BHMBCCMKT01,577,26.14453614,91.73617216,124,car,low,2,0,10-12-2016,09:55:00,2016-12-10T09:55:00.000+0000
1139,BHMBCCMKT01,577,26.14453614,91.73617216,165,car,low,3,0,10-12-2016,10:29:00,2016-12-10T10:29:00.000+0000
1140,BHMBCCMKT01,577,26.14453614,91.73617216,201,truck,average,4,0,10-12-2016,11:02:00,2016-12-10T11:02:00.000+0000
1141,BHMBCCMKT01,577,26.14453614,91.73617216,244,car,average,5,0,10-12-2016,11:29:00,2016-12-10T11:29:00.000+0000
1142,BHMBCCMKT01,577,26.14453614,91.73617216,294,car,high,7,0,10-12-2016,12:02:00,2016-12-10T12:02:00.000+0000
1143,BHMBCCMKT01,577,26.14453614,91.73617216,344,truck,high,8,0,10-12-2016,12:29:00,2016-12-10T12:29:00.000+0000
1144,BHMBCCMKT01,577,26.14453614,91.73617216,383,car,high,8,0,10-12-2016,12:55:00,2016-12-10T12:55:00.000+0000
1145,BHMBCCMKT01,577,26.14453614,91.73617216,408,bike,high,7,0,10-12-2016,13:29:00,2016-12-10T13:29:00.000+0000
1146,BHMBCCMKT01,577,26.14453614,91.73617216,455,car,average,5,0,10-12-2016,13:56:00,2016-12-10T13:56:00.000+0000
1147,BHMBCCMKT01,577,26.14453614,91.73617216,467,car,high,5,0,10-12-2016,14:25:00,2016-12-10T14:25:00.000+0000
1148,BHMBCCMKT01,577,26.14453614,91.73617216,476,bike,average,4,0,10-12-2016,15:02:00,2016-12-10T15:02:00.000+0000
1149,BHMBCCMKT01,577,26.14453614,91.73617216,458,car,low,2,0,10-12-2016,15:25:00,2016-12-10T15:25:00.000+0000
1150,BHMBCCMKT01,577,26.14453614,91.73617216,453,car,low,2,0,10-12-2016,15:59:00,2016-12-10T15:59:00.000+0000
1151,BHMBCCMKT01,577,26.14453614,91.73617216,420,car,low,1,0,10-12-2016,16:25:00,2016-12-10T16:25:00.000+0000
1152,BHMBCCMKT01,577,26.14453614,91.73617216,3,car,low,0,1,11-12-2016,08:02:00,2016-12-11T08:02:00.000+0000
1153,BHMBCCMKT01,577,26.14453614,91.73617216,2,bike,low,0,1,11-12-2016,08:25:00,2016-12-11T08:25:00.000+0000
1154,BHMBCCMKT01,577,26.14453614,91.73617216,3,cycle,average,1,1,11-12-2016,08:59:00,2016-12-11T08:59:00.000+0000
1155,BHMBCCMKT01,577,26.14453614,91.73617216,5,car,low,1,1,11-12-2016,09:26:00,2016-12-11T09:26:00.000+0000
1156,BHMBCCMKT01,577,26.14453614,91.73617216,11,cycle,low,1,1,11-12-2016,09:59:00,2016-12-11T09:59:00.000+0000
1157,BHMBCCMKT01,577,26.14453614,91.73617216,35,car,low,3,1,11-12-2016,10:25:00,2016-12-11T10:25:00.000+0000
1158,BHMBCCMKT01,577,26.14453614,91.73617216,82,car,average,4,1,11-12-2016,10:59:00,2016-12-11T10:59:00.000+0000
1159,BHMBCCMKT01,577,26.14453614,91.73617216,117,car,average,6,1,11-12-2016,11:26:00,2016-12-11T11:26:00.000+0000
1160,BHMBCCMKT01,577,26.14453614,91.73617216,162,car,high,8,1,11-12-2016,11:59:00,2016-12-11T11:59:00.000+0000
1161,BHMBCCMKT01,577,26.14453614,91.73617216,204,truck,high,11,1,11-12-2016,12:32:00,2016-12-11T12:32:00.000+0000
1162,BHMBCCMKT01,577,26.14453614,91.73617216,257,car,high,9,1,11-12-2016,13:05:00,2016-12-11T13:05:00.000+0000
1163,BHMBCCMKT01,577,26.14453614,91.73617216,288,car,high,9,1,11-12-2016,13:26:00,2016-12-11T13:26:00.000+0000
1164,BHMBCCMKT01,577,26.14453614,91.73617216,314,car,average,7,1,11-12-2016,13:59:00,2016-12-11T13:59:00.000+0000
1165,BHMBCCMKT01,577,26.14453614,91.73617216,324,bike,high,8,1,11-12-2016,14:32:00,2016-12-11T14:32:00.000+0000
1166,BHMBCCMKT01,577,26.14453614,91.73617216,325,car,average,6,1,11-12-2016,14:59:00,2016-12-11T14:59:00.000+0000
1167,BHMBCCMKT01,577,26.14453614,91.73617216,324,car,low,3,1,11-12-2016,15:25:00,2016-12-11T15:25:00.000+0000
1168,BHMBCCMKT01,577,26.14453614,91.73617216,285,bike,low,3,1,11-12-2016,15:59:00,2016-12-11T15:59:00.000+0000
1169,BHMBCCMKT01,577,26.14453614,91.73617216,255,truck,low,3,1,11-12-2016,16:25:00,2016-12-11T16:25:00.000+0000
1170,BHMBCCMKT01,577,26.14453614,91.73617216,7,car,low,1,0,12-12-2016,08:02:00,2016-12-12T08:02:00.000+0000
1171,BHMBCCMKT01,577,26.14453614,91.73617216,11,truck,average,1,0,12-12-2016,08:29:00,2016-12-12T08:29:00.000+0000
1172,BHMBCCMKT01,577,26.14453614,91.73617216,23,cycle,low,1,0,12-12-2016,09:02:00,2016-12-12T09:02:00.000+0000
1173,BHMBCCMKT01,577,26.14453614,91.73617216,40,car,low,1,0,12-12-2016,09:29:00,2016-12-12T09:29:00.000+0000
1174,BHMBCCMKT01,577,26.14453614,91.73617216,75,car,low,2,0,12-12-2016,10:02:00,2016-12-12T10:02:00.000+0000
1175,BHMBCCMKT01,577,26.14453614,91.73617216,99,car,low,2,0,12-12-2016,10:29:00,2016-12-12T10:29:00.000+0000
1176,BHMBCCMKT01,577,26.14453614,91.73617216,142,car,average,4,0,12-12-2016,11:02:00,2016-12-12T11:02:00.000+0000
1177,BHMBCCMKT01,577,26.14453614,91.73617216,157,bike,average,4,0,12-12-2016,11:29:00,2016-12-12T11:29:00.000+0000
1178,BHMBCCMKT01,577,26.14453614,91.73617216,157,car,average,4,0,12-12-2016,11:55:00,2016-12-12T11:55:00.000+0000
1179,BHMBCCMKT01,577,26.14453614,91.73617216,167,cycle,high,6,0,12-12-2016,12:29:00,2016-12-12T12:29:00.000+0000
1180,BHMBCCMKT01,577,26.14453614,91.73617216,181,car,high,7,0,12-12-2016,12:56:00,2016-12-12T12:56:00.000+0000
1181,BHMBCCMKT01,577,26.14453614,91.73617216,189,bike,high,7,0,12-12-2016,13:29:00,2016-12-12T13:29:00.000+0000
1182,BHMBCCMKT01,577,26.14453614,91.73617216,184,bike,high,5,0,12-12-2016,14:02:00,2016-12-12T14:02:00.000+0000
1183,BHMBCCMKT01,577,26.14453614,91.73617216,165,car,average,3,0,12-12-2016,14:29:00,2016-12-12T14:29:00.000+0000
1184,BHMBCCMKT01,577,26.14453614,91.73617216,159,bike,average,3,0,12-12-2016,14:55:00,2016-12-12T14:55:00.000+0000
1185,BHMBCCMKT01,577,26.14453614,91.73617216,131,truck,low,2,0,12-12-2016,15:29:00,2016-12-12T15:29:00.000+0000
1186,BHMBCCMKT01,577,26.14453614,91.73617216,115,car,low,2,0,12-12-2016,15:56:00,2016-12-12T15:56:00.000+0000
1187,BHMBCCMKT01,577,26.14453614,91.73617216,95,car,low,1,0,12-12-2016,16:29:00,2016-12-12T16:29:00.000+0000
1188,BHMBCCMKT01,577,26.14453614,91.73617216,14,bike,low,1,0,13-12-2016,08:02:00,2016-12-13T08:02:00.000+0000
1189,BHMBCCMKT01,577,26.14453614,91.73617216,20,bike,average,1,0,13-12-2016,08:29:00,2016-12-13T08:29:00.000+0000
1190,BHMBCCMKT01,577,26.14453614,91.73617216,33,cycle,low,1,0,13-12-2016,09:02:00,2016-12-13T09:02:00.000+0000
1191,BHMBCCMKT01,577,26.14453614,91.73617216,59,car,low,1,0,13-12-2016,09:29:00,2016-12-13T09:29:00.000+0000
1192,BHMBCCMKT01,577,26.14453614,91.73617216,91,car,low,2,0,13-12-2016,09:55:00,2016-12-13T09:55:00.000+0000
1193,BHMBCCMKT01,577,26.14453614,91.73617216,132,car,low,3,0,13-12-2016,10:29:00,2016-12-13T10:29:00.000+0000
1194,BHMBCCMKT01,577,26.14453614,91.73617216,175,car,average,4,0,13-12-2016,11:02:00,2016-12-13T11:02:00.000+0000
1195,BHMBCCMKT01,577,26.14453614,91.73617216,185,bike,average,5,0,13-12-2016,11:29:00,2016-12-13T11:29:00.000+0000
1196,BHMBCCMKT01,577,26.14453614,91.73617216,209,car,high,7,0,13-12-2016,12:02:00,2016-12-13T12:02:00.000+0000
1197,BHMBCCMKT01,577,26.14453614,91.73617216,216,car,high,7,0,13-12-2016,12:29:00,2016-12-13T12:29:00.000+0000
1198,BHMBCCMKT01,577,26.14453614,91.73617216,227,car,high,7,0,13-12-2016,13:02:00,2016-12-13T13:02:00.000+0000
1199,BHMBCCMKT01,577,26.14453614,91.73617216,210,truck,average,5,0,13-12-2016,13:55:00,2016-12-13T13:55:00.000+0000
1200,BHMBCCMKT01,577,26.14453614,91.73617216,181,car,average,3,0,13-12-2016,14:29:00,2016-12-13T14:29:00.000+0000
1201,BHMBCCMKT01,577,26.14453614,91.73617216,159,bike,average,3,0,13-12-2016,14:56:00,2016-12-13T14:56:00.000+0000
1202,BHMBCCMKT01,577,26.14453614,91.73617216,129,truck,low,2,0,13-12-2016,15:28:00,2016-12-13T15:28:00.000+0000
1203,BHMBCCMKT01,577,26.14453614,91.73617216,103,car,low,2,0,13-12-2016,16:02:00,2016-12-13T16:02:00.000+0000
1204,BHMBCCMKT01,577,26.14453614,91.73617216,88,car,low,1,0,13-12-2016,16:29:00,2016-12-13T16:29:00.000+0000
1205,BHMBCCMKT01,577,26.14453614,91.73617216,14,car,average,1,0,14-12-2016,08:03:00,2016-12-14T08:03:00.000+0000
1206,BHMBCCMKT01,577,26.14453614,91.73617216,18,car,low,1,0,14-12-2016,08:43:00,2016-12-14T08:43:00.000+0000
1207,BHMBCCMKT01,577,26.14453614,91.73617216,22,car,low,1,0,14-12-2016,09:03:00,2016-12-14T09:03:00.000+0000
1208,BHMBCCMKT01,577,26.14453614,91.73617216,42,bike,low,1,0,14-12-2016,09:29:00,2016-12-14T09:29:00.000+0000
1209,BHMBCCMKT01,577,26.14453614,91.73617216,80,car,low,3,0,14-12-2016,10:02:00,2016-12-14T10:02:00.000+0000
1210,BHMBCCMKT01,577,26.14453614,91.73617216,103,car,average,3,0,14-12-2016,10:30:00,2016-12-14T10:30:00.000+0000
1211,BHMBCCMKT01,577,26.14453614,91.73617216,149,car,average,4,0,14-12-2016,11:30:00,2016-12-14T11:30:00.000+0000
1212,BHMBCCMKT01,577,26.14453614,91.73617216,170,car,high,7,0,14-12-2016,12:02:00,2016-12-14T12:02:00.000+0000
1213,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,high,7,0,14-12-2016,12:30:00,2016-12-14T12:30:00.000+0000
1214,BHMBCCMKT01,577,26.14453614,91.73617216,200,truck,high,6,0,14-12-2016,13:03:00,2016-12-14T13:03:00.000+0000
1215,BHMBCCMKT01,577,26.14453614,91.73617216,206,car,high,7,0,14-12-2016,13:29:00,2016-12-14T13:29:00.000+0000
1216,BHMBCCMKT01,577,26.14453614,91.73617216,198,car,average,3,0,14-12-2016,14:03:00,2016-12-14T14:03:00.000+0000
1217,BHMBCCMKT01,577,26.14453614,91.73617216,173,car,average,4,0,14-12-2016,14:30:00,2016-12-14T14:30:00.000+0000
1218,BHMBCCMKT01,577,26.14453614,91.73617216,161,car,average,3,0,14-12-2016,14:56:00,2016-12-14T14:56:00.000+0000
1219,BHMBCCMKT01,577,26.14453614,91.73617216,142,car,low,3,0,14-12-2016,15:30:00,2016-12-14T15:30:00.000+0000
1220,BHMBCCMKT01,577,26.14453614,91.73617216,145,cycle,low,2,0,14-12-2016,15:56:00,2016-12-14T15:56:00.000+0000
1221,BHMBCCMKT01,577,26.14453614,91.73617216,134,car,low,2,0,14-12-2016,16:30:00,2016-12-14T16:30:00.000+0000
1222,BHMBCCMKT01,577,26.14453614,91.73617216,14,car,low,1,0,15-12-2016,07:57:00,2016-12-15T07:57:00.000+0000
1223,BHMBCCMKT01,577,26.14453614,91.73617216,19,car,low,1,0,15-12-2016,08:30:00,2016-12-15T08:30:00.000+0000
1224,BHMBCCMKT01,577,26.14453614,91.73617216,31,cycle,low,1,0,15-12-2016,09:03:00,2016-12-15T09:03:00.000+0000
1225,BHMBCCMKT01,577,26.14453614,91.73617216,63,cycle,low,2,0,15-12-2016,09:30:00,2016-12-15T09:30:00.000+0000
1226,BHMBCCMKT01,577,26.14453614,91.73617216,100,bike,low,2,0,15-12-2016,09:57:00,2016-12-15T09:57:00.000+0000
1227,BHMBCCMKT01,577,26.14453614,91.73617216,137,car,average,3,0,15-12-2016,10:30:00,2016-12-15T10:30:00.000+0000
1228,BHMBCCMKT01,577,26.14453614,91.73617216,169,cycle,average,5,0,15-12-2016,11:03:00,2016-12-15T11:03:00.000+0000
1229,BHMBCCMKT01,577,26.14453614,91.73617216,185,car,average,5,0,15-12-2016,11:26:00,2016-12-15T11:26:00.000+0000
1230,BHMBCCMKT01,577,26.14453614,91.73617216,215,car,average,5,0,15-12-2016,12:00:00,2016-12-15T12:00:00.000+0000
1231,BHMBCCMKT01,577,26.14453614,91.73617216,228,bike,high,7,0,15-12-2016,12:26:00,2016-12-15T12:26:00.000+0000
1232,BHMBCCMKT01,577,26.14453614,91.73617216,219,car,high,6,0,15-12-2016,13:00:00,2016-12-15T13:00:00.000+0000
1233,BHMBCCMKT01,577,26.14453614,91.73617216,207,car,high,7,0,15-12-2016,13:26:00,2016-12-15T13:26:00.000+0000
1234,BHMBCCMKT01,577,26.14453614,91.73617216,203,car,average,3,0,15-12-2016,14:00:00,2016-12-15T14:00:00.000+0000
1235,BHMBCCMKT01,577,26.14453614,91.73617216,183,bike,average,4,0,15-12-2016,14:26:00,2016-12-15T14:26:00.000+0000
1236,BHMBCCMKT01,577,26.14453614,91.73617216,164,bike,average,3,0,15-12-2016,15:00:00,2016-12-15T15:00:00.000+0000
1237,BHMBCCMKT01,577,26.14453614,91.73617216,148,bike,low,2,0,15-12-2016,15:26:00,2016-12-15T15:26:00.000+0000
1238,BHMBCCMKT01,577,26.14453614,91.73617216,140,car,low,2,0,15-12-2016,16:03:00,2016-12-15T16:03:00.000+0000
1239,BHMBCCMKT01,577,26.14453614,91.73617216,130,bike,low,2,0,15-12-2016,16:30:00,2016-12-15T16:30:00.000+0000
1240,BHMBCCMKT01,577,26.14453614,91.73617216,11,car,low,1,0,16-12-2016,07:59:00,2016-12-16T07:59:00.000+0000
1241,BHMBCCMKT01,577,26.14453614,91.73617216,19,truck,low,1,0,16-12-2016,08:30:00,2016-12-16T08:30:00.000+0000
1242,BHMBCCMKT01,577,26.14453614,91.73617216,35,car,low,1,0,16-12-2016,09:03:00,2016-12-16T09:03:00.000+0000
1243,BHMBCCMKT01,577,26.14453614,91.73617216,68,car,low,1,0,16-12-2016,09:30:00,2016-12-16T09:30:00.000+0000
1244,BHMBCCMKT01,577,26.14453614,91.73617216,104,car,average,3,0,16-12-2016,10:03:00,2016-12-16T10:03:00.000+0000
1245,BHMBCCMKT01,577,26.14453614,91.73617216,130,bike,average,3,0,16-12-2016,10:29:00,2016-12-16T10:29:00.000+0000
1246,BHMBCCMKT01,577,26.14453614,91.73617216,153,car,average,4,0,16-12-2016,11:03:00,2016-12-16T11:03:00.000+0000
1247,BHMBCCMKT01,577,26.14453614,91.73617216,166,car,average,4,0,16-12-2016,11:30:00,2016-12-16T11:30:00.000+0000
1248,BHMBCCMKT01,577,26.14453614,91.73617216,176,car,average,4,0,16-12-2016,11:56:00,2016-12-16T11:56:00.000+0000
1249,BHMBCCMKT01,577,26.14453614,91.73617216,179,car,high,6,0,16-12-2016,12:30:00,2016-12-16T12:30:00.000+0000
1250,BHMBCCMKT01,577,26.14453614,91.73617216,172,bike,high,7,0,16-12-2016,12:56:00,2016-12-16T12:56:00.000+0000
1251,BHMBCCMKT01,577,26.14453614,91.73617216,185,car,high,7,0,16-12-2016,13:30:00,2016-12-16T13:30:00.000+0000
1252,BHMBCCMKT01,577,26.14453614,91.73617216,182,car,average,4,0,16-12-2016,13:56:00,2016-12-16T13:56:00.000+0000
1253,BHMBCCMKT01,577,26.14453614,91.73617216,190,bike,average,4,0,16-12-2016,14:30:00,2016-12-16T14:30:00.000+0000
1254,BHMBCCMKT01,577,26.14453614,91.73617216,187,truck,average,4,0,16-12-2016,14:56:00,2016-12-16T14:56:00.000+0000
1255,BHMBCCMKT01,577,26.14453614,91.73617216,193,car,low,2,0,16-12-2016,15:30:00,2016-12-16T15:30:00.000+0000
1256,BHMBCCMKT01,577,26.14453614,91.73617216,168,bike,average,3,0,16-12-2016,16:03:00,2016-12-16T16:03:00.000+0000
1257,BHMBCCMKT01,577,26.14453614,91.73617216,137,car,low,2,0,16-12-2016,16:30:00,2016-12-16T16:30:00.000+0000
1258,BHMBCCMKT01,577,26.14453614,91.73617216,17,car,low,1,0,17-12-2016,07:59:00,2016-12-17T07:59:00.000+0000
1259,BHMBCCMKT01,577,26.14453614,91.73617216,26,car,low,1,0,17-12-2016,08:26:00,2016-12-17T08:26:00.000+0000
1260,BHMBCCMKT01,577,26.14453614,91.73617216,51,car,average,2,0,17-12-2016,09:00:00,2016-12-17T09:00:00.000+0000
1261,BHMBCCMKT01,577,26.14453614,91.73617216,82,car,low,2,0,17-12-2016,09:26:00,2016-12-17T09:26:00.000+0000
1262,BHMBCCMKT01,577,26.14453614,91.73617216,129,cycle,average,3,0,17-12-2016,09:59:00,2016-12-17T09:59:00.000+0000
1263,BHMBCCMKT01,577,26.14453614,91.73617216,171,bike,average,3,0,17-12-2016,10:33:00,2016-12-17T10:33:00.000+0000
1264,BHMBCCMKT01,577,26.14453614,91.73617216,215,car,average,5,0,17-12-2016,11:00:00,2016-12-17T11:00:00.000+0000
1265,BHMBCCMKT01,577,26.14453614,91.73617216,263,car,average,4,0,17-12-2016,11:33:00,2016-12-17T11:33:00.000+0000
1266,BHMBCCMKT01,577,26.14453614,91.73617216,304,car,high,8,0,17-12-2016,12:00:00,2016-12-17T12:00:00.000+0000
1267,BHMBCCMKT01,577,26.14453614,91.73617216,337,car,high,7,0,17-12-2016,12:26:00,2016-12-17T12:26:00.000+0000
1268,BHMBCCMKT01,577,26.14453614,91.73617216,353,car,high,7,0,17-12-2016,13:00:00,2016-12-17T13:00:00.000+0000
1269,BHMBCCMKT01,577,26.14453614,91.73617216,378,truck,average,5,0,17-12-2016,13:27:00,2016-12-17T13:27:00.000+0000
1270,BHMBCCMKT01,577,26.14453614,91.73617216,417,car,average,4,0,17-12-2016,14:00:00,2016-12-17T14:00:00.000+0000
1271,BHMBCCMKT01,577,26.14453614,91.73617216,440,car,average,4,0,17-12-2016,14:30:00,2016-12-17T14:30:00.000+0000
1272,BHMBCCMKT01,577,26.14453614,91.73617216,443,car,low,2,0,17-12-2016,15:03:00,2016-12-17T15:03:00.000+0000
1273,BHMBCCMKT01,577,26.14453614,91.73617216,415,car,low,2,0,17-12-2016,15:30:00,2016-12-17T15:30:00.000+0000
1274,BHMBCCMKT01,577,26.14453614,91.73617216,379,car,low,3,0,17-12-2016,15:57:00,2016-12-17T15:57:00.000+0000
1275,BHMBCCMKT01,577,26.14453614,91.73617216,356,car,average,2,0,17-12-2016,16:30:00,2016-12-17T16:30:00.000+0000
1276,BHMBCCMKT01,577,26.14453614,91.73617216,4,car,low,1,1,18-12-2016,08:03:00,2016-12-18T08:03:00.000+0000
1277,BHMBCCMKT01,577,26.14453614,91.73617216,4,car,low,1,1,18-12-2016,08:30:00,2016-12-18T08:30:00.000+0000
1278,BHMBCCMKT01,577,26.14453614,91.73617216,6,truck,low,1,1,18-12-2016,08:56:00,2016-12-18T08:56:00.000+0000
1279,BHMBCCMKT01,577,26.14453614,91.73617216,8,car,low,1,1,18-12-2016,09:30:00,2016-12-18T09:30:00.000+0000
1280,BHMBCCMKT01,577,26.14453614,91.73617216,18,car,low,2,1,18-12-2016,09:56:00,2016-12-18T09:56:00.000+0000
1281,BHMBCCMKT01,577,26.14453614,91.73617216,44,cycle,average,3,1,18-12-2016,10:30:00,2016-12-18T10:30:00.000+0000
1282,BHMBCCMKT01,577,26.14453614,91.73617216,89,car,average,6,1,18-12-2016,11:03:00,2016-12-18T11:03:00.000+0000
1283,BHMBCCMKT01,577,26.14453614,91.73617216,135,bike,average,6,1,18-12-2016,11:30:00,2016-12-18T11:30:00.000+0000
1284,BHMBCCMKT01,577,26.14453614,91.73617216,165,bike,high,9,1,18-12-2016,12:03:00,2016-12-18T12:03:00.000+0000
1285,BHMBCCMKT01,577,26.14453614,91.73617216,193,car,high,9,1,18-12-2016,12:30:00,2016-12-18T12:30:00.000+0000
1286,BHMBCCMKT01,577,26.14453614,91.73617216,215,bike,high,9,1,18-12-2016,12:56:00,2016-12-18T12:56:00.000+0000
1287,BHMBCCMKT01,577,26.14453614,91.73617216,258,car,high,10,1,18-12-2016,13:30:00,2016-12-18T13:30:00.000+0000
1288,BHMBCCMKT01,577,26.14453614,91.73617216,309,car,average,5,1,18-12-2016,14:03:00,2016-12-18T14:03:00.000+0000
1289,BHMBCCMKT01,577,26.14453614,91.73617216,310,car,average,5,1,18-12-2016,14:30:00,2016-12-18T14:30:00.000+0000
1290,BHMBCCMKT01,577,26.14453614,91.73617216,303,car,average,5,1,18-12-2016,14:56:00,2016-12-18T14:56:00.000+0000
1291,BHMBCCMKT01,577,26.14453614,91.73617216,293,car,low,4,1,18-12-2016,15:30:00,2016-12-18T15:30:00.000+0000
1292,BHMBCCMKT01,577,26.14453614,91.73617216,247,car,low,3,1,18-12-2016,16:03:00,2016-12-18T16:03:00.000+0000
1293,BHMBCCMKT01,577,26.14453614,91.73617216,206,car,low,3,1,18-12-2016,16:30:00,2016-12-18T16:30:00.000+0000
1294,BHMBCCMKT01,577,26.14453614,91.73617216,11,truck,low,1,0,19-12-2016,08:03:00,2016-12-19T08:03:00.000+0000
1295,BHMBCCMKT01,577,26.14453614,91.73617216,17,car,low,1,0,19-12-2016,08:30:00,2016-12-19T08:30:00.000+0000
1296,BHMBCCMKT01,577,26.14453614,91.73617216,24,car,average,2,0,19-12-2016,09:03:00,2016-12-19T09:03:00.000+0000
1297,BHMBCCMKT01,577,26.14453614,91.73617216,40,car,low,1,0,19-12-2016,09:30:00,2016-12-19T09:30:00.000+0000
1298,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,2,0,19-12-2016,09:56:00,2016-12-19T09:56:00.000+0000
1299,BHMBCCMKT01,577,26.14453614,91.73617216,97,car,average,3,0,19-12-2016,10:30:00,2016-12-19T10:30:00.000+0000
1300,BHMBCCMKT01,577,26.14453614,91.73617216,134,car,average,4,0,19-12-2016,11:03:00,2016-12-19T11:03:00.000+0000
1301,BHMBCCMKT01,577,26.14453614,91.73617216,175,truck,average,5,0,19-12-2016,11:30:00,2016-12-19T11:30:00.000+0000
1302,BHMBCCMKT01,577,26.14453614,91.73617216,216,car,high,7,0,19-12-2016,12:03:00,2016-12-19T12:03:00.000+0000
1303,BHMBCCMKT01,577,26.14453614,91.73617216,249,bike,high,7,0,19-12-2016,12:30:00,2016-12-19T12:30:00.000+0000
1304,BHMBCCMKT01,577,26.14453614,91.73617216,277,car,high,7,0,19-12-2016,13:03:00,2016-12-19T13:03:00.000+0000
1305,BHMBCCMKT01,577,26.14453614,91.73617216,291,car,average,5,0,19-12-2016,13:30:00,2016-12-19T13:30:00.000+0000
1306,BHMBCCMKT01,577,26.14453614,91.73617216,305,car,average,4,0,19-12-2016,14:03:00,2016-12-19T14:03:00.000+0000
1307,BHMBCCMKT01,577,26.14453614,91.73617216,309,car,average,4,0,19-12-2016,14:30:00,2016-12-19T14:30:00.000+0000
1308,BHMBCCMKT01,577,26.14453614,91.73617216,300,cycle,low,3,0,19-12-2016,15:03:00,2016-12-19T15:03:00.000+0000
1309,BHMBCCMKT01,577,26.14453614,91.73617216,274,cycle,low,2,0,19-12-2016,15:29:00,2016-12-19T15:29:00.000+0000
1310,BHMBCCMKT01,577,26.14453614,91.73617216,230,car,average,2,0,19-12-2016,16:03:00,2016-12-19T16:03:00.000+0000
1311,BHMBCCMKT01,577,26.14453614,91.73617216,193,cycle,low,2,0,19-12-2016,16:30:00,2016-12-19T16:30:00.000+0000
1312,BHMBCCTHL01,387,26.14449459,91.73620513,120,car,low,2,0,04-10-2016,07:59:00,2016-10-04T07:59:00.000+0000
1313,BHMBCCTHL01,387,26.14449459,91.73620513,129,car,average,2,0,04-10-2016,08:25:00,2016-10-04T08:25:00.000+0000
1314,BHMBCCTHL01,387,26.14449459,91.73620513,155,car,low,2,0,04-10-2016,08:59:00,2016-10-04T08:59:00.000+0000
1315,BHMBCCTHL01,387,26.14449459,91.73620513,204,cycle,low,2,0,04-10-2016,09:32:00,2016-10-04T09:32:00.000+0000
1316,BHMBCCTHL01,387,26.14449459,91.73620513,236,car,low,2,0,04-10-2016,09:59:00,2016-10-04T09:59:00.000+0000
1317,BHMBCCTHL01,387,26.14449459,91.73620513,264,car,low,3,0,04-10-2016,10:26:00,2016-10-04T10:26:00.000+0000
1318,BHMBCCTHL01,387,26.14449459,91.73620513,308,car,average,4,0,04-10-2016,10:59:00,2016-10-04T10:59:00.000+0000
1319,BHMBCCTHL01,387,26.14449459,91.73620513,324,bike,average,5,0,04-10-2016,11:25:00,2016-10-04T11:25:00.000+0000
1320,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,5,0,04-10-2016,11:59:00,2016-10-04T11:59:00.000+0000
1321,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,high,8,0,04-10-2016,12:29:00,2016-10-04T12:29:00.000+0000
1322,BHMBCCTHL01,387,26.14449459,91.73620513,333,car,high,7,0,04-10-2016,13:02:00,2016-10-04T13:02:00.000+0000
1323,BHMBCCTHL01,387,26.14449459,91.73620513,331,car,high,7,0,04-10-2016,13:29:00,2016-10-04T13:29:00.000+0000
1324,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,4,0,04-10-2016,14:02:00,2016-10-04T14:02:00.000+0000
1325,BHMBCCTHL01,387,26.14449459,91.73620513,322,car,average,3,0,04-10-2016,14:29:00,2016-10-04T14:29:00.000+0000
1326,BHMBCCTHL01,387,26.14449459,91.73620513,307,truck,average,4,0,04-10-2016,14:57:00,2016-10-04T14:57:00.000+0000
1327,BHMBCCTHL01,387,26.14449459,91.73620513,294,car,low,2,0,04-10-2016,15:30:00,2016-10-04T15:30:00.000+0000
1328,BHMBCCTHL01,387,26.14449459,91.73620513,270,car,low,1,0,04-10-2016,16:04:00,2016-10-04T16:04:00.000+0000
